pathway_id,pathway_name,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level_13,level_14
PWY-7943,lycopadiene biosynthesis,Biosynthesis,Fatty Acid and Lipid Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Plant Hormone Biosynthesis,Hydrocarbon Biosynthesis,Olefin Biosynthesis,,,,,,,
PWY66-421,homocarnosine biosynthesis,Biosynthesis,Fatty Acid and Lipid Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Plant Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Dipeptide Biosynthesis,,,,,,,
PWY-6100,L-carnitine biosynthesis,Biosynthesis,Fatty Acid and Lipid Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Plant Hormone Biosynthesis,Metabolic Regulator Biosynthesis,,,,,,,,
PWY-6845,nitric oxide biosynthesis I (plants),Biosynthesis,Fatty Acid and Lipid Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Plant Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Nitric Oxide Biosynthesis,,,,,,,
PWY-4983,nitric oxide biosynthesis II (mammals),Biosynthesis,Fatty Acid and Lipid Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Plant Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Nitric Oxide Biosynthesis,,,,,,,
PWY-7860,nitric oxide biosynthesis III (bacteria),Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Plant Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Nitric Oxide Biosynthesis,,,,,,,,
,1-(sn-glycero-1-phospho)-1D-myo-inositol biosynthesis,Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Organic Solute Biosynthesis,,,,,,,,,
,1-(sn-glycero-3-phospho)-1D-myo-inositol biosynthesis,Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Organic Solute Biosynthesis,,,,,,,,,
,"2-O-(beta-D-mannosyl-(1->2)-beta-D-mannosyl)-bis(myo-inositol) 1,3'-phosphate biosynthesis",Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Organic Solute Biosynthesis,,,,,,,,,
,beta-alanine betaine biosynthesis,Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Organic Solute Biosynthesis,Betaine Biosynthesis,,,,,,,,
BETSYN-PWY,glycine betaine biosynthesis I (Gram-negative bacteria),Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Organic Solute Biosynthesis,Betaine Biosynthesis,,,,,,,,
PWY-3722,glycine betaine biosynthesis II (Gram-positive bacteria),Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Organic Solute Biosynthesis,Betaine Biosynthesis,,,,,,,,
PWY1F-353,glycine betaine biosynthesis III (plants),Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Organic Solute Biosynthesis,Betaine Biosynthesis,,,,,,,,
P541-PWY,glycine betaine biosynthesis IV (from glycine),Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Organic Solute Biosynthesis,Betaine Biosynthesis,,,,,,,,
PWY-6054,dimethylsulfoniopropanoate biosynthesis I (Wollastonia),Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Organic Solute Biosynthesis,Dimethylsulfoniopropanoate Biosynthesis,,,,,,,,
PWY-6055,dimethylsulfoniopropanoate biosynthesis II (Spartina),Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Organic Solute Biosynthesis,Dimethylsulfoniopropanoate Biosynthesis,,,,,,,,
PWY-6053,dimethylsulfoniopropanoate biosynthesis III (algae and phytoplankton),Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Organic Solute Biosynthesis,Dimethylsulfoniopropanoate Biosynthesis,,,,,,,,
PWY-5662,glucosylglycerate biosynthesis I,Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Organic Solute Biosynthesis,Glucosylglycerate Biosynthesis,,,,,,,,
PWY-6685,glucosylglycerate biosynthesis II,Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Organic Solute Biosynthesis,Glucosylglycerate Biosynthesis,,,,,,,,
PWY-6686,mannosylglucosylglycerate biosynthesis I,Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Organic Solute Biosynthesis,Mannosylglucosylglycerate Biosynthesis,,,,,,,,
PWY-6687,mannosylglucosylglycerate biosynthesis II,Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Organic Solute Biosynthesis,Mannosylglucosylglycerate Biosynthesis,,,,,,,,
PWY-5656,mannosylglycerate biosynthesis I,Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Organic Solute Biosynthesis,Mannosylglycerate Biosynthesis,,,,,,,,
PWY-5658,mannosylglycerate biosynthesis II,Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Hormone Biosynthesis,Metabolic Regulator Biosynthesis,Organic Solute Biosynthesis,Mannosylglycerate Biosynthesis,,,,,,,,
PWY-7054,N-acetylglutaminylglutamine amide biosynthesis,Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Metabolic Regulator Biosynthesis,Organic Solute Biosynthesis,,,,,,,,,,
TRESYN-PWY,trehalose biosynthesis I,Biosynthesis,"Hormone, Neurotransmitter, and Signaling Molecule Biosynthesis",Metabolic Regulator Biosynthesis,Organic Solute Biosynthesis,Trehalose Biosynthesis,,,,,,,,,
