"PathwayID","CompoundID","CompoundName"
"ko00362","C22887","4-Oxocyclohex-2-ene-1-carboxylate"
"ko00362","C22920","4-Oxocyclohex-2,5-dienecarboxylate"
"ko00627","C00090","Catechol"
"ko00627","C00108","Anthranilate"
"ko00627","C00146","Phenol"
"ko00627","C00156","4-Hydroxybenzoate"
"ko00627","C00180","Benzoate"
"ko00627","C00196","2,3-Dihydroxybenzoate"
"ko00627","C00230","3,4-Dihydroxybenzoate"
"ko00627","C00261","Benzaldehyde"
"ko00627","C00292","Aniline"
"ko00627","C00472","p-Benzoquinone"
"ko00627","C00512","Benzoyl-CoA"
"ko00627","C00530","Hydroquinone"
"ko00627","C00568","4-Aminobenzoate"
"ko00627","C00632","3-Hydroxyanthranilate"
"ko00627","C00633","4-Hydroxybenzaldehyde"
"ko00627","C00755","4-Hydroxy-3-methoxy-benzaldehyde"
"ko00627","C00870","4-Nitrophenol"
"ko00627","C00877","Crotonoyl-CoA"
"ko00627","C01108","1,2,3-Trihydroxybenzene"
"ko00627","C01144","(S)-3-Hydroxybutanoyl-CoA"
"ko00627","C01424","Gallate"
"ko00627","C01502","o-Methoxyphenol"
"ko00627","C01983","(R)-Mandelate"
"ko00627","C01984","(S)-Mandelate"
"ko00627","C01987","2-Aminophenol"
"ko00627","C02137","alpha-Oxo-benzeneacetic acid"
"ko00627","C02183","Phloroglucinol"
"ko00627","C02222","2-Maleylacetate"
"ko00627","C02235","4-Nitrocatechol"
"ko00627","C02247","Anthraniloyl-CoA"
"ko00627","C02372","4-Hydroxyaniline"
"ko00627","C02720","Hydroxylaminobenzene"
"ko00627","C02734","Phenolic phosphate"
"ko00627","C02814","Benzene-1,2,4-triol"
"ko00627","C02949","4-Hydroxybenzoyl-CoA"
"ko00627","C03198","(S)-4-Hydroxymandelate"
"ko00627","C03360","4-Nitrophenyl phosphate"
"ko00627","C03590","4-Hydroxyphenylglyoxylate"
"ko00627","C03671","2-Pyrone-4,6-dicarboxylate"
"ko00627","C03824","2-Aminomuconate semialdehyde"
"ko00627","C04434","(1E)-4-Oxobut-1-ene-1,2,4-tricarboxylate"
"ko00627","C04484","4-Carboxy-2-hydroxymuconate semialdehyde"
"ko00627","C05165","2-Amino-5-oxocyclohex-1-enecarbonyl-CoA"
"ko00627","C05616","3-O-Methylgallate"
"ko00627","C06206","Benzoyl phosphate"
"ko00627","C06317","Vanillyl alcohol"
"ko00627","C06335","4-Aminobenzenesulfonate"
"ko00627","C06337","Terephthalate"
"ko00627","C06604","Parathion"
"ko00627","C06605","Aminoparathion"
"ko00627","C06606","Paraoxon"
"ko00627","C06607","Diethylthiophosphoric acid"
"ko00627","C06608","Diethylphosphoric acid"
"ko00627","C06672","Vanillate"
"ko00627","C06673","4-Carboxy-4'-sulfoazobenzene"
"ko00627","C06674","4-Sulfocatechol"
"ko00627","C06675","3-Sulfomuconate"
"ko00627","C06676","4-Sulfolactone"
"ko00627","C06719","Dihydrophloroglucinol"
"ko00627","C06813","Nitrobenzene"
"ko00627","C06876","Nitrosobenzene"
"ko00627","C07103","2-Hydroxy-1,4-benzoquinone"
"ko00627","C07301","(R)-Mandelamide"
"ko00627","C08063","1,4-Cyclohexanedione"
"ko00627","C09814","Benzonitrile"
"ko00627","C09815","Benzamide"
"ko00627","C10833","Syringic acid"
"ko00627","C14418","3-Nitrophenol"
"ko00627","C14602","3-Hydroxyaminophenol"
"ko00627","C14604","Aminohydroquinone"
"ko00627","C16200","Phenylboronic acid"
"ko00627","C16234","o-Nitrobenzoate"
"ko00627","C16235","o-Hydroxylaminobenzoate"
"ko00627","C16267","Cyclopropanecarboxylate"
"ko00627","C16268","Cyclopropanecarboxyl-CoA"
"ko00627","C16272","3-Hydroxy-5-oxohexanoate"
"ko00627","C16273","3-Hydroxy-5-oxohexanoyl-CoA"
"ko00627","C16281","Thiobenzamide"
"ko00627","C16283","Thiobenzamide S-oxide"
"ko00627","C16285","Thiobenzamide S,S-dioxide"
"ko00627","C18338","5-Carboxyvanillic acid"
"ko00627","C18345","4-Carboxy-2-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate"
"ko00627","C18347","5,5'-Dehydrodivanillate"
"ko00627","C18348","2,2',3-Trihydroxy-3'-methoxy-5,5'-dicarboxybiphenyl"
"ko00627","C18349","4-[2-(5-Carboxy-2-hydroxy-3-methoxyphenyl)-2-oxoethylidene]-2-hydroxy-2-pentenedioate"
"ko00627","C18351","4-Aminocatechol"
"ko00627","C18625","4-Nitrobenzoate"
"ko00627","C23074","4-Hydroxylaminobenzoate"
"ko00364","C00090","Catechol"
"ko00364","C02222","2-Maleylacetate"
"ko00364","C02357","2-Chlorobenzoate"
"ko00364","C02359","2-Fluorobenzoate"
"ko00364","C02364","3-Fluorobenzoate"
"ko00364","C02370","4-Chlorobenzoate"
"ko00364","C02371","4-Fluorobenzoate"
"ko00364","C02802","4-Fluorobenzoyl-CoA"
"ko00364","C02949","4-Hydroxybenzoyl-CoA"
"ko00364","C03925","3,5-Dibromo-4-hydroxybenzoate"
"ko00364","C04178","Bromoxynil"
"ko00364","C06387","4-Chlorobenzoyl-CoA"
"ko00364","C06670","2,4-Dichlorobenzoate"
"ko00364","C06671","2,4-Dichlorobenzoyl-CoA"
"ko00364","C11272","Fluorobenzene"
"ko00364","C16246","3,5-Dibromo-4-hydroxybenzamide"
"ko00364","C16247","2,6-Dibromophenol"
"ko00364","C16248","2,6-Dibromohydroquinone"
"ko00364","C16249","2-Bromomaleylacetate"
"ko00364","C16472","3-Fluorocatechol"
"ko00364","C16473","4-Fluorocatechol"
"ko00364","C16474","3-Fluoro-cis,cis-muconate"
"ko00364","C16475","2-Fluoro-cis,cis-muconate"
"ko00364","C16476","4-Fluoromuconolactone"
"ko00364","C16477","5-Fluoromuconolactone"
"ko00364","C16478","3-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate"
"ko00364","C16479","5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate"
"ko00364","C16480","4-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate"
"ko00364","C16481","6-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate"
"ko00364","C16482","2-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate"
"ko00364","C16483","4-Fluorocyclohexadiene-cis,cis-1,2-diol"
"ko00364","C16484","1-Fluorocyclohexadiene-cis,cis-1,2-diol"
"ko00625","C00011","CO2"
"ko00625","C00024","Acetyl-CoA"
"ko00625","C00048","Glyoxylate"
"ko00625","C00058","Formate"
"ko00625","C00067","Formaldehyde"
"ko00625","C00084","Acetaldehyde"
"ko00625","C00160","Glycolate"
"ko00625","C00209","Oxalate"
"ko00625","C00222","3-Oxopropanoate"
"ko00625","C00237","CO"
"ko00625","C01380","Ethylene glycol"
"ko00625","C01548","Acetylene"
"ko00625","C02271","Dichloromethane"
"ko00625","C06547","Ethylene"
"ko00625","C06548","Ethylene oxide"
"ko00625","C06609","trans-1,3-Dichloropropene"
"ko00625","C06610","cis-1,3-Dichloropropene"
"ko00625","C06611","trans-3-Chloro-2-propene-1-ol"
"ko00625","C06612","cis-3-Chloro-2-propene-1-ol"
"ko00625","C06613","trans-3-Chloroallyl aldehyde"
"ko00625","C06614","trans-3-Chloroacrylic acid"
"ko00625","C06615","cis-3-Chloroacrylic acid"
"ko00625","C06752","1,2-Dichloroethane"
"ko00625","C06753","2-Chloroethanol"
"ko00625","C06754","Chloroacetaldehyde"
"ko00625","C06755","Chloroacetic acid"
"ko00625","C06789","Tetrachloroethene"
"ko00625","C06790","Trichloroethene"
"ko00625","C06791","trans-1,2-Dichloroethene"
"ko00625","C06792","cis-1,2-Dichloroethene"
"ko00625","C06793","Vinyl chloride"
"ko00625","C07490","Trichloroethanol"
"ko00625","C11148","TCE epoxide"
"ko00625","C11149","Dichloroacetate"
"ko00625","C11150","Trichloroacetate"
"ko00625","C14866","Chloral"
"ko00625","C16348","cis-3-Chloroallyl aldehyde"
"ko00625","C18246","1,1,1-Trichloroethane"
"ko00625","C18247","1,1-Dichloroethane"
"ko00625","C18248","Chloroethane"
"ko00625","C20303","Chloroethylene oxide"
"ko00625","C21752","2-Hydroxyethyl-CoM"
"ko00625","C21753","2-Chloro-2-hydroxyethyl-CoM"
"ko00361","C00011","CO2"
"ko00361","C00042","Succinate"
"ko00361","C00090","Catechol"
"ko00361","C00146","Phenol"
"ko00361","C00160","Glycolate"
"ko00361","C00530","Hydroquinone"
"ko00361","C00682","2-Hydroxymuconate semialdehyde"
"ko00361","C01407","Benzene"
"ko00361","C02124","4-Chlorophenol"
"ko00361","C02222","2-Maleylacetate"
"ko00361","C02375","4-Chlorocatechol"
"ko00361","C02575","Pentachlorophenol"
"ko00361","C02625","2,4-Dichlorophenol"
"ko00361","C02814","Benzene-1,2,4-triol"
"ko00361","C02933","3,5-Dichlorocatechol"
"ko00361","C03434","Tetrachlorohydroquinone"
"ko00361","C03572","2-Chloro-cis,cis-muconate"
"ko00361","C03585","3-Chloro-cis,cis-muconate"
"ko00361","C03664","2,4-Dichlorophenoxyacetate"
"ko00361","C03918","2,4-Dichloro-cis,cis-muconate"
"ko00361","C04091","cis-1,2-Dihydrobenzene-1,2-diol"
"ko00361","C04431","cis-4-Carboxymethylenebut-2-en-4-olide"
"ko00361","C04522","2-Chloro-2,5-dihydro-5-oxofuran-2-acetate"
"ko00361","C04706","cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide"
"ko00361","C04729","trans-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide"
"ko00361","C05618","3-Chlorocatechol"
"ko00361","C06328","6-Chlorobenzene-1,2,4-triol"
"ko00361","C06329","2-Chloromaleylacetate"
"ko00361","C06594","1,2,4-Trichlorobenzene"
"ko00361","C06596","gamma-Pentachlorocyclohexene"
"ko00361","C06597","1,3,4,6-Tetrachloro-1,4-cyclohexadiene"
"ko00361","C06598","2,4,5-Trichloro-2,5-cyclohexadiene-1-ol"
"ko00361","C06599","2,5-Dichloro-2,5-cyclohexadiene-1,4-diol"
"ko00361","C06600","2,5-Dichlorohydroquinone"
"ko00361","C06601","Chlorohydroquinone"
"ko00361","C06602","2,5-Dichlorophenol"
"ko00361","C06603","cis,cis-4-Hydroxymuconic semialdehyde"
"ko00361","C06755","Chloroacetic acid"
"ko00361","C06988","beta-1,2,3,4,5,6-Hexachlorocyclohexane"
"ko00361","C06989","delta-3,4,5,6-Tetrachlorocyclohexene"
"ko00361","C06990","Chlorobenzene"
"ko00361","C07075","Lindane"
"ko00361","C07088","4-Chlorophenoxyacetate"
"ko00361","C07089","5-Chloro-2-hydroxymuconic semialdehyde"
"ko00361","C07090","Protoanemonin"
"ko00361","C07091","cis-Acetylacrylate"
"ko00361","C07092","1,4-Dichlorobenzene"
"ko00361","C07093","3,6-Dichloro-cis-1,2-dihydroxycyclohexa-3,5-diene"
"ko00361","C07094","3,6-Dichlorocatechol"
"ko00361","C07095","2,5-Dichloro-cis,cis-muconate"
"ko00361","C07096","2,6-Dichlorophenol"
"ko00361","C07097","2,6-Dichlorohydroquinone"
"ko00361","C07098","2,4,6-Trichlorophenol"
"ko00361","C07099","2,3,6-Trichlorohydroquinone"
"ko00361","C07100","2,4,5-Trichlorophenoxyacetic acid"
"ko00361","C07101","2,4,5-Trichlorophenol"
"ko00361","C07102","5-Chloro-1,2,4-trihydroxybenzene"
"ko00361","C07103","2-Hydroxy-1,4-benzoquinone"
"ko00361","C11352","5,6-Dichloro-1,3-cyclohexadiene"
"ko00361","C12831","3,4,6-Trichlorocatechol"
"ko00361","C12832","3,4,6-Trichloro-cis-1,2-dihydroxycyclohexa-3,5-diene"
"ko00361","C12833","2,3,5-Trichloro-cis,cis-muconate"
"ko00361","C12834","2,5-Dichloro-carboxymethylenebut-2-en-4-olide"
"ko00361","C12835","2,5-Dichloro-4-oxohex-2-enedioate"
"ko00361","C12836","2-Chloro-3-oxoadipate"
"ko00361","C12837","3-Chloro-cis-1,2-dihydroxycyclohexa-3,5-diene"
"ko00361","C12838","trans-4-Carboxymethylenebut-2-en-4-olide"
"ko00361","C14419","2,4-Dichloroaniline"
"ko00361","C14450","4-Chloroaniline"
"ko00361","C16181","beta-2,3,4,5,6-Pentachlorocyclohexanol"
"ko00361","C16182","beta-2,3,5,6-Tetrachloro-1,4-cyclohexanediol"
"ko00361","C16266","3-Chloro-2-hydroxymuconic semialdehyde"
"ko00361","C18236","1,2,3,4-Tetrachlorobenzene"
"ko00361","C18238","cis-Chlorobenzene dihydrodiol"
"ko00361","C18240","Tetrachlorocatechol"
"ko00361","C18241","Tetrachloro-cis,cis-muconate"
"ko00361","C18242","2,3,5-Trichlorodienelactone"
"ko00361","C18243","2,3,5-Trichloromaleylacetate"
"ko00361","C18244","2,4-Dichloro-3-oxoadipate"
"ko00361","C18933","Chloranil"
"ko00361","C21103","2,6-Dichloro-p-benzoquinone"
"ko00361","C21104","2,5-Dichloro-p-benzoquinone"
"ko00361","C21105","5-Chloro-2-hydroxy-p-benzoquinone"
"ko00623","C00091","Succinyl-CoA"
"ko00623","C00156","4-Hydroxybenzoate"
"ko00623","C00180","Benzoate"
"ko00623","C00230","3,4-Dihydroxybenzoate"
"ko00623","C00261","Benzaldehyde"
"ko00623","C00512","Benzoyl-CoA"
"ko00623","C00556","Benzyl alcohol"
"ko00623","C00587","3-Hydroxybenzoate"
"ko00623","C00633","4-Hydroxybenzaldehyde"
"ko00623","C01455","Toluene"
"ko00623","C01467","3-Cresol"
"ko00623","C01468","4-Cresol"
"ko00623","C01542","o-Cresol"
"ko00623","C02236","4-Sulfobenzoate"
"ko00623","C02923","2,3-Dihydroxytoluene"
"ko00623","C03067","3-Hydroxybenzaldehyde"
"ko00623","C03351","3-Hydroxybenzyl alcohol"
"ko00623","C04112","3-Methyl-cis,cis-hexadienedioate"
"ko00623","C04558","3-Methylmuconolactone"
"ko00623","C04559","4-Methylmuconolactone"
"ko00623","C04592","Toluene-cis-dihydrodiol"
"ko00623","C06677","Toluene-4-sulfonate"
"ko00623","C06678","4-Sulfobenzyl alcohol"
"ko00623","C06679","4-Sulfobenzaldehyde"
"ko00623","C06730","4-Methylcatechol"
"ko00623","C09816","Benzylsuccinate"
"ko00623","C09817","Benzylsuccinyl-CoA"
"ko00623","C09818","E-Phenylitaconyl-CoA"
"ko00623","C09819","(2S)-[(R)-Hydroxy(phenyl)methyl]succinyl-CoA"
"ko00623","C09820","(S)-2-Benzoylsuccinyl-CoA"
"ko00623","C14582","2,4-Dimethylphenol"
"ko00623","C18300","2,4-Dichlorotoluene"
"ko00623","C18301","4,6-Dichloro-3-methyl-cis-1,2-dihydroxycyclohexa-3,5-diene"
"ko00623","C18302","4,6-Dichloro-3-methylcatechol"
"ko00623","C18303","3,5-Dichloro-2-methylmuconate"
"ko00623","C18304","2-Chloro-5-methyl-cis-dienelactone"
"ko00623","C18305","2-Chloro-5-methylmaleylacetate"
"ko00623","C18306","5-Methylmaleylacetate"
"ko00623","C18307","2-Methyl-3-oxoadipate"
"ko00623","C18308","3,5-Dichloro-2-methylmuconolactone"
"ko00623","C18309","3-Chloro-2-methyldienelactone"
"ko00623","C18310","3-Chloro-2-methylmaleylacetate"
"ko00623","C18311","4-Methyl-3-oxoadipate-enol-lactone"
"ko00623","C18312","4-Methyl-3-oxoadipate"
"ko00623","C21166","4-Hydroxy-3-methylbenzaldehyde"
"ko00623","C21167","4-Hydroxy-3-methylbenzoate"
"ko00623","C21168","4-Hydroxyisophthalate"
"ko00622","C00022","Pyruvate"
"ko00622","C00024","Acetyl-CoA"
"ko00622","C00084","Acetaldehyde"
"ko00622","C00100","Propanoyl-CoA"
"ko00622","C00479","Propanal"
"ko00622","C00596","2-Hydroxy-2,4-pentadienoate"
"ko00622","C01454","Toluate"
"ko00622","C02923","2,3-Dihydroxytoluene"
"ko00622","C03589","4-Hydroxy-2-oxopentanoate"
"ko00622","C06210","2-Hydroxy-6-keto-2,4-heptadienoate"
"ko00622","C06575","p-Cymene"
"ko00622","C06576","p-Cumic alcohol"
"ko00622","C06577","4-Isopropylbenzaldehyde"
"ko00622","C06578","p-Cumate"
"ko00622","C06579","cis-2,3-Dihydroxy-2,3-dihydro-p-cumate"
"ko00622","C06580","2,3-Dihydroxy-p-cumate"
"ko00622","C06581","2-Hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate"
"ko00622","C06582","2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate"
"ko00622","C06720","1,6-Dihydroxy-5-methylcyclohexa-2,4-dienecarboxylate"
"ko00622","C06729","cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate"
"ko00622","C06730","4-Methylcatechol"
"ko00622","C06731","1,2-Dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate"
"ko00622","C06756","p-Xylene"
"ko00622","C06757","4-Methylbenzyl alcohol"
"ko00622","C06758","p-Tolualdehyde"
"ko00622","C06760","2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde"
"ko00622","C06762","4-Hydroxy-2-oxohexanoic acid"
"ko00622","C07208","m-Xylene"
"ko00622","C07209","3-Methylbenzaldehyde"
"ko00622","C07211","m-Methylbenzoate"
"ko00622","C07212","o-Xylene"
"ko00622","C07213","2-Methylbenzyl alcohol"
"ko00622","C07214","2-Methylbenzaldehyde"
"ko00622","C07215","o-Toluate"
"ko00622","C07216","3-Methylbenzyl alcohol"
"ko00622","C07478","2-Hydroxy-5-methyl-cis,cis-muconate"
"ko00622","C07479","2-Oxo-5-methyl-cis-muconate"
"ko00622","C11354","2-Hydroxy-cis-hex-2,4-dienoate"
"ko00633","C01468","4-Cresol"
"ko00633","C06002","(S)-Methylmalonate semialdehyde"
"ko00633","C11006","2,4-Dinitrotoluene"
"ko00633","C14401","2,4-Diaminotoluene"
"ko00633","C16391","Trinitrotoluene"
"ko00633","C16392","4-Hydroxylamino-2,6-dinitrotoluene"
"ko00633","C16393","2-Hydroxylamino-4,6-dinitrotoluene"
"ko00633","C16394","4-Amino-2,6-dinitrotoluene"
"ko00633","C16395","2-Amino-4,6-dinitrotoluene"
"ko00633","C16396","2,4-Diamino-6-nitrotoluene"
"ko00633","C16397","2,6-Diamino-4-nitrotoluene"
"ko00633","C16398","2-Amino-4-nitrotoluene"
"ko00633","C16399","2,4-Diamino-6-hydroxylaminotoluene"
"ko00633","C16400","2,4,6-Triaminotoluene"
"ko00633","C16401","2,4,6-Trihydroxytoluene"
"ko00633","C16402","2,4-Dihydroxylamino-6-nitrotoluene"
"ko00633","C16403","4-Amino-2-hydroxylamino-6-nitrotoluene"
"ko00633","C16411","4,4',6,6'-Tetranitro-2,2'-azoxytoluene"
"ko00633","C16412","2,4',6,6'-Tetranitro-2',4-azoxytoluene"
"ko00633","C16413","2,2',6,6'-Tetranitro-4,4'-azoxytoluene"
"ko00633","C16414","2-Amino-5-hydroxyl-4-hydroxylamino-6-nitrotoluene"
"ko00633","C16420","4-Acetamido-2-amino-6-nitrotoluene"
"ko00633","C18315","4-Methyl-5-nitrocatechol"
"ko00633","C18316","2-Hydroxy-5-methylquinone"
"ko00633","C18317","2,4,5-Trihydroxytoluene"
"ko00633","C18318","cis,cis-2,4-Dihydroxy-5-methyl-6-oxo-2,4-hexadienoate"
"ko00633","C18320","4-Amino-2-nitrotoluene"
"ko00642","C00024","Acetyl-CoA"
"ko00642","C00163","Propanoate"
"ko00642","C00512","Benzoyl-CoA"
"ko00642","C00596","2-Hydroxy-2,4-pentadienoate"
"ko00642","C06727","cis-1,2-Dihydro-3-ethylcatechol"
"ko00642","C06728","3-Ethylcatechol"
"ko00642","C07083","Styrene"
"ko00642","C07111","Ethylbenzene"
"ko00642","C07113","Acetophenone"
"ko00642","C07114","3-Oxo-3-phenylpropanoate"
"ko00642","C07118","Benzoylacetyl-CoA"
"ko00642","C07123","2-Hydroxy-6-oxo-octa-2,4-dienoate"
"ko00642","C07189","2-Hydroxyacetophenone"
"ko00642","C11348","(S)-1-Phenylethanol"
"ko00643","C00122","Fumarate"
"ko00643","C00164","Acetoacetate"
"ko00643","C00186","(S)-Lactate"
"ko00643","C00511","Acrylic acid"
"ko00643","C00544","Homogentisate"
"ko00643","C00596","2-Hydroxy-2,4-pentadienoate"
"ko00643","C00601","Phenylacetaldehyde"
"ko00643","C00827","Lactoyl-CoA"
"ko00643","C00894","Propenoyl-CoA"
"ko00643","C01036","4-Maleylacetoacetate"
"ko00643","C01061","4-Fumarylacetoacetate"
"ko00643","C01659","Acrylamide"
"ko00643","C01998","Acrylonitrile"
"ko00643","C02505","2-Phenylacetamide"
"ko00643","C05593","3-Hydroxyphenylacetate"
"ko00643","C05852","2-Hydroxyphenylacetate"
"ko00643","C07083","Styrene"
"ko00643","C07084","Styrene-cis-2,3-dihydrodiol"
"ko00643","C07085","3-Vinylcatechol"
"ko00643","C07086","Phenylacetic acid"
"ko00643","C07087","2-Hydroxy-6-oxoocta-2,4,7-trienoate"
"ko00643","C16074","Phenylacetonitrile"
"ko00643","C16075","(Z)-Phenylacetaldehyde oxime"
"ko00643","C20782","(S)-2-Phenyloxirane"
"ko00791","C00011","CO2"
"ko00791","C00086","Urea"
"ko00791","C00288","HCO3-"
"ko00791","C01010","Urea-1-carboxylate"
"ko00791","C01566","Cyanamide"
"ko00791","C06551","Atrazine"
"ko00791","C06552","Hydroxyatrazine"
"ko00791","C06553","N-Isopropylammelide"
"ko00791","C06554","Cyanuric acid"
"ko00791","C06555","Biuret"
"ko00791","C06556","Deisopropylatrazine"
"ko00791","C06557","Deisopropylhydroxyatrazine"
"ko00791","C06558","N-Ethylammelide"
"ko00791","C06559","Deethylatrazine"
"ko00791","C06560","Deisopropyldeethylatrazine"
"ko00791","C08733","Ammeline"
"ko00791","C08734","Ammelide"
"ko00791","C08735","2-Chloro-4-hydroxy-6-amino-1,3,5-triazine"
"ko00791","C08737","Melamine"
"ko00791","C14147","Cyromazine"
"ko00791","C14148","N-Cyclopropylammeline"
"ko00791","C14149","N-Cyclopropylammelide"
"ko00791","C17349","Guanidine"
"ko00791","C22084","1-Carboxybiuret"
"ko00791","C22085","Urea-1,3-dicarboxylate"
"ko00791","C23126","Guanylurea"
"ko00791","C23127","Carboxyguanidine"
"ko00791","C23132","Triuret"
"ko00930","C00414","Cyclohexanone"
"ko00930","C00571","Cyclohexylamine"
"ko00930","C00854","Cyclohexanol"
"ko00930","C01147","2-Hydroxycyclohexan-1-one"
"ko00930","C01255","N-(6-Aminohexanoyl)-6-aminohexanoate"
"ko00930","C01880","epsilon-Caprolactone"
"ko00930","C02232","3-Oxoadipyl-CoA"
"ko00930","C02378","6-Aminohexanoate"
"ko00930","C02824","Cyclohexylsulfamate"
"ko00930","C03241","6-Hydroxyhexan-6-olide"
"ko00930","C03739","trans-1,2-Cyclohexanediol"
"ko00930","C04277","1,8-Diazacyclotetradecane-2,9-dione"
"ko00930","C06102","Adipate semialdehyde"
"ko00930","C06103","6-Hydroxyhexanoic acid"
"ko00930","C06104","Adipate"
"ko00930","C06105","Cyclohexane-1,2-dione"
"ko00930","C06593","epsilon-Caprolactam"
"ko00930","C11249","Cyclohexane"
"ko00930","C11519","N-Cyclohexylformamide"
"ko00930","C11520","Cyclohexyl isocyanide"
"ko00930","C12313","cis-1,2-Cyclohexanediol"
"ko00930","C14143","Adipyl-CoA"
"ko00930","C14144","5-Carboxy-2-pentenoyl-CoA"
"ko00930","C14145","(3S)-3-Hydroxyadipyl-CoA"
"ko00930","C20988","[N-(6-Aminohexanoyl)]n"
"ko00930","C20990","6-Aminohexanoate cyclic oligomer"
"ko00363","C00156","4-Hydroxybenzoate"
"ko00363","C00530","Hydroquinone"
"ko00363","C00633","4-Hydroxybenzaldehyde"
"ko00363","C10700","4'-Hydroxyacetophenone"
"ko00363","C13620","Tetrabromobisphenol A"
"ko00363","C13621","Tribromobisphenol A"
"ko00363","C13622","Dibromobisphenol A"
"ko00363","C13623","Monobromobisphenol A"
"ko00363","C13624","Bisphenol A"
"ko00363","C13625","4-Methyl-2,4-bis-(p-hydroxyphenyl)pent-1-ene"
"ko00363","C13626","5-Hydroxybisphenol A"
"ko00363","C13628","4,5-Bisphenol-o-quinone"
"ko00363","C13629","1,2-Bis(4-hydroxyphenyl)-2-propanol"
"ko00363","C13631","2,2-Bis(4-hydroxyphenyl)-1-propanol"
"ko00363","C13632","4,4'-Dihydroxy-alpha-methylstilbene"
"ko00363","C13633","2,2-Bis(4-hydroxyphenyl)-propanoic acid"
"ko00363","C13634","2,3-Bis(4-hydroxyphenyl)-1,2-propanediol"
"ko00363","C13635","4-Hydroxyphenacyl alcohol"
"ko00363","C13636","4-Hydroxyphenyl acetate"
"ko00363","C13637","4-Ethylphenol"
"ko00363","C13638","1-(4'-Hydroxyphenyl)ethanol"
"ko00363","C14220","4,4'-Dihydroxybenzophenone"
"ko00363","C14298","Bis(4-hydroxyphenyl)methane"
"ko00363","C18215","Bis(4-hydroxyphenyl)methanol"
"ko00363","C18216","4-Hydroxyphenyl-4-hydroxybenzoate"
"ko00621","C00022","Pyruvate"
"ko00621","C00024","Acetyl-CoA"
"ko00621","C00084","Acetaldehyde"
"ko00621","C00090","Catechol"
"ko00621","C00108","Anthranilate"
"ko00621","C00180","Benzoate"
"ko00621","C00596","2-Hydroxy-2,4-pentadienoate"
"ko00621","C00805","Salicylate"
"ko00621","C01273","2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoate"
"ko00621","C02370","4-Chlorobenzoate"
"ko00621","C02501","2-Hydroxymuconate"
"ko00621","C02526","Biphenyl-2,3-diol"
"ko00621","C03077","4-Chlorophenylacetate"
"ko00621","C03453","gamma-Oxalocrotonate"
"ko00621","C03569","2,2',3-Trihydroxybiphenyl"
"ko00621","C03589","4-Hydroxy-2-oxopentanoate"
"ko00621","C04596","1,1-Dichloro-2,2-bis(4-chlorophenyl)ethylene"
"ko00621","C04623","DDT"
"ko00621","C06584","4-Chlorobiphenyl"
"ko00621","C06585","cis-2,3-Dihydro-2,3-dihydroxy-4'-chlorobiphenyl"
"ko00621","C06586","2,3-Dihydroxy-4'-chlorobiphenyl"
"ko00621","C06587","2-Hydroxy-6-oxo-6-(4'-chlorophenyl)-hexa-2,4-dienoate"
"ko00621","C06588","Biphenyl"
"ko00621","C06589","cis-2,3-Dihydro-2,3-dihydroxybiphenyl"
"ko00621","C06644","1,1-Dichloro-2-(dihydroxy-4'-chlorophenyl)-2-(4'-chlorophenyl)ethylene"
"ko00621","C06645","6-Oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8-trichloroocta-2E,4E,7E-trienoate"
"ko00621","C06646","2-(4'-Chlorophenyl)-3,3-dichloropropenoate"
"ko00621","C07557","2,3,7,8-Tetrachlorodibenzodioxin"
"ko00621","C07729","Dibenzofuran"
"ko00621","C07731","2-Hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate"
"ko00621","C07732","Dibenzo-p-dioxin"
"ko00621","C07733","2,2',3-Trihydroxydiphenylether"
"ko00621","C07734","2-Hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate"
"ko00621","C08060","Carbazole"
"ko00621","C08061","2'-Aminobiphenyl-2,3-diol"
"ko00621","C08062","2-Hydroxy-6-oxo-(2'-aminophenyl)-hexa-2,4-dienoate"
"ko00621","C11057","3,4,3',4'-Tetrachlorobiphenyl"
"ko00621","C11353","2-Hydroxy-3-chloropenta-2,4-dienoate"
"ko00621","C14573","3,3',4,4',5-Pentachlorobiphenyl"
"ko00621","C18099","1,2,3,7,8-Pentachlorodibenzodioxin"
"ko00621","C18100","1,2,3,4,7,8-Hexachlorodibenzodioxin"
"ko00621","C18101","1,2,3,6,7,8-Hexachlorodibenzodioxin"
